datetime,temp_c,gas_raw,gas_pct,vibration_adc_raw,vibration_level,vibration_pct
2025-12-08T20:57:30,29.9,36.0,3.519061583577713,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.5190615835777135,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.519061583577714,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,35.0,3.499511241446726,1022.0,1.0,0.09775171065493646
2025-12-08T20:57:30,29.9,36.0,3.503421309872924,1022.0,1.0,0.09775171065493646
